region,iso3c,country,year,vaccine,vaccine_code,vaccine_desc,target,doses,coverage
Industrialized,LUX,Luxembourg,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,3219,1621,50
Industrialized,LUX,Luxembourg,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,3201,1684,53
Industrialized,LUX,Luxembourg,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,3219,1945,60
Industrialized,LUX,Luxembourg,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,60
Industrialized,LUX,Luxembourg,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,60
Industrialized,LUX,Luxembourg,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,60
Industrialized,LUX,Luxembourg,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,60
Industrialized,LUX,Luxembourg,2010,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,2971,1308,44
Industrialized,LUX,Luxembourg,2011,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3069,1613,53
Industrialized,LUX,Luxembourg,2012,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3155,1293,41
Industrialized,LUX,Luxembourg,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3208,1294,40
Industrialized,LUX,Luxembourg,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3219,1443,45
Industrialized,LUX,Luxembourg,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3201,1416,44
Industrialized,LUX,Luxembourg,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,3219,1376,43
Industrialized,LUX,Luxembourg,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
Industrialized,LUX,Luxembourg,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
Industrialized,LUX,Luxembourg,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
Industrialized,LUX,Luxembourg,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,43
Industrialized,LVA,Latvia,2010,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7946,4203,53
Industrialized,LVA,Latvia,2011,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7908,5269,67
Industrialized,LVA,Latvia,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,8296,5110,62
Industrialized,LVA,Latvia,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,8605,5228,61
Industrialized,LVA,Latvia,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,8897,4464,50
Industrialized,LVA,Latvia,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,9179,4465,49
Industrialized,LVA,Latvia,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,9425,3984,42
Industrialized,LVA,Latvia,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,9600,4607,48
Industrialized,LVA,Latvia,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,9801,5062,52
Industrialized,LVA,Latvia,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,10098,5438,54
Industrialized,LVA,Latvia,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,10237,6226,61
Industrialized,LVA,Latvia,2011,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,7908,5188,66
Industrialized,LVA,Latvia,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,8296,4653,56
Industrialized,LVA,Latvia,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,8605,5069,59
Industrialized,LVA,Latvia,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,8897,4783,54
Industrialized,LVA,Latvia,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,9179,4221,46
Industrialized,LVA,Latvia,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,9425,3611,38
Industrialized,LVA,Latvia,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,9600,3738,39
Industrialized,LVA,Latvia,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,9801,4385,45
Industrialized,LVA,Latvia,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,10098,5189,51
Industrialized,LVA,Latvia,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,10237,5867,57
Industrialized,LVA,Latvia,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,7961,4203,53
Industrialized,LVA,Latvia,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,7914,5269,67
Industrialized,LVA,Latvia,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,8232,5110,62
Industrialized,LVA,Latvia,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,8306,5228,63
Industrialized,LVA,Latvia,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,8546,4464,52
Industrialized,LVA,Latvia,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,8892,4465,50
Industrialized,LVA,Latvia,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,9173,3984,43
Industrialized,LVA,Latvia,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,9346,4607,49
Industrialized,LVA,Latvia,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,7914,5188,66
Industrialized,LVA,Latvia,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,8232,4653,57
Industrialized,LVA,Latvia,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,8306,5069,61
Industrialized,LVA,Latvia,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,8546,4783,56
Industrialized,LVA,Latvia,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,8892,4221,47
Industrialized,LVA,Latvia,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,9173,3611,39
Industrialized,LVA,Latvia,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,9346,3738,40
CEECIS,MDA,Republic of Moldova,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,42079,22591,54
CEECIS,MDA,Republic of Moldova,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,49
CEECIS,MDA,Republic of Moldova,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,21537,9556,44
CEECIS,MDA,Republic of Moldova,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,42079,18116,43
CEECIS,MDA,Republic of Moldova,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,21552,6767,31
CEECIS,MDA,Republic of Moldova,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,21537,8511,40
ROSA,MDV,Maldives,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,15451,13596,88
ROSA,MDV,Maldives,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,3449,2414,70
ROSA,MDV,Maldives,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,3449,2339,68
LACR,MEX,Mexico,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1110982,890372,80
LACR,MEX,Mexico,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1112566,1209060,99
LACR,MEX,Mexico,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1110210,1118386,99
LACR,MEX,Mexico,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1103517,1090430,99
LACR,MEX,Mexico,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1097746,1125844,99
LACR,MEX,Mexico,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1092316,1093638,99
LACR,MEX,Mexico,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1088092,1024277,94
LACR,MEX,Mexico,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,94
LACR,MEX,Mexico,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1107867,921445,83
LACR,MEX,Mexico,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1110960,1028857,93
LACR,MEX,Mexico,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1112620,1095082,98
LACR,MEX,Mexico,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1109630,1054302,95
LACR,MEX,Mexico,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1102715,1199126,99
LACR,MEX,Mexico,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1097144,1062929,97
LACR,MEX,Mexico,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1091394,1045892,96
LACR,MEX,Mexico,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1087041,1036455,95
LACR,MEX,Mexico,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1087350,261182,24
LACR,MEX,Mexico,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1095346,82598,8
LACR,MEX,Mexico,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1100443,121410,11
LACR,MEX,Mexico,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1104289,156189,14
LACR,MEX,Mexico,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1108431,1552981,99
LACR,MEX,Mexico,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1109665,1209060,99
LACR,MEX,Mexico,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1106054,1157190,99
LACR,MEX,Mexico,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1099485,1166191,99
LACR,MEX,Mexico,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1095346,155779,14
LACR,MEX,Mexico,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1100443,121410,11
LACR,MEX,Mexico,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1104289,122222,11
LACR,MEX,Mexico,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1108431,1307225,99
LACR,MEX,Mexico,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1109665,1033516,93
LACR,MEX,Mexico,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1106054,1149897,99
LACR,MEX,Mexico,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1099485,1148534,99
EAPR,MHL,Marshall Islands,2010,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,785,235,30
EAPR,MHL,Marshall Islands,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,766,154,20
EAPR,MHL,Marshall Islands,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,784,89,11
EAPR,MHL,Marshall Islands,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,800,367,46
EAPR,MHL,Marshall Islands,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,812,249,31
EAPR,MHL,Marshall Islands,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,827,725,88
EAPR,MHL,Marshall Islands,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,841,175,21
EAPR,MHL,Marshall Islands,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,842,564,67
EAPR,MHL,Marshall Islands,2010,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,785,358,46
EAPR,MHL,Marshall Islands,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,766,23,3
EAPR,MHL,Marshall Islands,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,784,82,10
EAPR,MHL,Marshall Islands,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,800,110,14
EAPR,MHL,Marshall Islands,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,812,185,23
EAPR,MHL,Marshall Islands,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,827,258,31
EAPR,MHL,Marshall Islands,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,841,178,21
EAPR,MHL,Marshall Islands,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,842,237,28
EAPR,MHL,Marshall Islands,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,842,201,24
EAPR,MHL,Marshall Islands,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,744,248,33
EAPR,MHL,Marshall Islands,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,763,67,9
EAPR,MHL,Marshall Islands,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,755,141,19
EAPR,MHL,Marshall Islands,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,746,195,26
EAPR,MHL,Marshall Islands,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,763,333,44
EAPR,MHL,Marshall Islands,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,779,337,43
EAPR,MHL,Marshall Islands,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,792,406,51
EAPR,MHL,Marshall Islands,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,744,369,50
EAPR,MHL,Marshall Islands,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,763,36,5
EAPR,MHL,Marshall Islands,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,755,83,11
EAPR,MHL,Marshall Islands,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,746,82,11
EAPR,MHL,Marshall Islands,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,763,161,21
EAPR,MHL,Marshall Islands,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,779,186,24
EAPR,MHL,Marshall Islands,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,792,156,20
CEECIS,MKD,Republic of North Macedonia,2010,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,12997,6100,47
CEECIS,MKD,Republic of North Macedonia,2011,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,12659,6681,53
CEECIS,MKD,Republic of North Macedonia,2012,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,12446,5259,42
CEECIS,MKD,Republic of North Macedonia,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,12228,6342,52
CEECIS,MKD,Republic of North Macedonia,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,12063,4870,40
CEECIS,MKD,Republic of North Macedonia,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,11896,5755,48
CEECIS,MKD,Republic of North Macedonia,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,11644,5117,44
CEECIS,MKD,Republic of North Macedonia,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,11350,5004,44
CEECIS,MKD,Republic of North Macedonia,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,11109,5051,45
CEECIS,MKD,Republic of North Macedonia,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,45
CEECIS,MKD,Republic of North Macedonia,2010,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,12997,4293,33
CEECIS,MKD,Republic of North Macedonia,2011,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,12659,6055,48
CEECIS,MKD,Republic of North Macedonia,2012,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,12446,3854,31
CEECIS,MKD,Republic of North Macedonia,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,12228,4202,34
CEECIS,MKD,Republic of North Macedonia,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,12063,5619,47
CEECIS,MKD,Republic of North Macedonia,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,11896,3677,31
CEECIS,MKD,Republic of North Macedonia,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,11644,5170,44
CEECIS,MKD,Republic of North Macedonia,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,11350,4325,38
CEECIS,MKD,Republic of North Macedonia,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,11109,4464,40
CEECIS,MKD,Republic of North Macedonia,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,,,40
CEECIS,MKD,Republic of North Macedonia,2013,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,12737,6100,48
CEECIS,MKD,Republic of North Macedonia,2014,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,12401,6681,54
CEECIS,MKD,Republic of North Macedonia,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,12220,3854,32
CEECIS,MKD,Republic of North Macedonia,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,12088,6342,52
CEECIS,MKD,Republic of North Macedonia,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,12000,4870,41
CEECIS,MKD,Republic of North Macedonia,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,11868,5755,48
CEECIS,MKD,Republic of North Macedonia,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,11631,5117,44
CEECIS,MKD,Republic of North Macedonia,2013,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,12737,4293,34
CEECIS,MKD,Republic of North Macedonia,2014,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,12401,6055,49
CEECIS,MKD,Republic of North Macedonia,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,12220,5259,43
CEECIS,MKD,Republic of North Macedonia,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,12088,4202,35
CEECIS,MKD,Republic of North Macedonia,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,12000,5619,47
CEECIS,MKD,Republic of North Macedonia,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,11868,3677,31
CEECIS,MKD,Republic of North Macedonia,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,11631,5170,44
Industrialized,MLT,Malta,2013,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,4181,2747,66
Industrialized,MLT,Malta,2014,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,2788,2481,89
Industrialized,MLT,Malta,2015,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1926,1702,88
Industrialized,MLT,Malta,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1919,1603,84
Industrialized,MLT,Malta,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1931,1652,86
Industrialized,MLT,Malta,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1939,1676,86
Industrialized,MLT,Malta,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,1948,1676,86
Industrialized,MLT,Malta,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,,,97
Industrialized,MLT,Malta,2013,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,4181,1185,28
Industrialized,MLT,Malta,2014,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,3513,3049,87
Industrialized,MLT,Malta,2015,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1926,1688,88
Industrialized,MLT,Malta,2016,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1919,1601,83
Industrialized,MLT,Malta,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1931,1513,78
Industrialized,MLT,Malta,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1939,1557,80
Industrialized,MLT,Malta,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1948,1587,81
Industrialized,MLT,Malta,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,1961,1674,85
Industrialized,MLT,Malta,2015,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,2153,1498,70
Industrialized,MLT,Malta,2016,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,75
Industrialized,MLT,Malta,2017,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,,,81
Industrialized,MLT,Malta,2018,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1961,1702,87
Industrialized,MLT,Malta,2019,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1942,1603,83
Industrialized,MLT,Malta,2020,HPV,15HPV1_F,Population turning 15 in the reporting year that received any time between age 9- 14 at least one dose of HPV vaccine,1945,1652,85
Industrialized,MLT,Malta,2015,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,2153,661,31
Industrialized,MLT,Malta,2016,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,49
Industrialized,MLT,Malta,2017,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,,,68
Industrialized,MLT,Malta,2018,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1961,1688,86
Industrialized,MLT,Malta,2019,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1942,1601,82
Industrialized,MLT,Malta,2020,HPV,15HPVC_F,Population turning 15 in the reporting year that received any time between age 9- 14 the full recommended schedule of HPV vaccine,1945,1632,84
EAPR,MMR,Myanmar,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,459856,456831,99
ESAR,MUS,Mauritius,2016,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,8207,6334,77
ESAR,MUS,Mauritius,2017,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7878,7151,91
ESAR,MUS,Mauritius,2018,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7588,6546,86
ESAR,MUS,Mauritius,2019,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7352,6192,84
ESAR,MUS,Mauritius,2020,HPV,PRHPV1_F,Target population who received the first dose of HPV vaccine in the reporting year,7137,5881,82
ESAR,MUS,Mauritius,2017,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,16076,12355,77
ESAR,MUS,Mauritius,2018,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,7588,6134,81
ESAR,MUS,Mauritius,2019,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,7352,5887,80
ESAR,MUS,Mauritius,2020,HPV,PRHPVC_F,Target population who received the last dose of HPV vaccine in the reporting year,7137,5315,74
